,confirmed,country,deaths,datetime,province,recovered,date,file_date
2029,5,Portugal,0,2020-03-04 12:43:03,Portugal,0,2020-03-04,2020-03-04
2036,296,Mainland China,1,2020-03-04 12:53:03,Fujian,270,2020-03-04,2020-03-04
2030,67332,Mainland China,2871,2020-03-04 12:53:03,Hubei,38557,2020-03-04,2020-03-04
2031,1,Faroe Islands,0,2020-03-04 12:53:03,Faroe Islands,0,2020-03-04,2020-03-07
2032,631,Mainland China,0,2020-03-04 12:53:03,Jiangsu,577,2020-03-04,2020-03-04
2033,480,Mainland China,13,2020-03-04 12:53:03,Heilongjiang,373,2020-03-04,2020-03-04
2034,758,Mainland China,6,2020-03-04 12:53:03,Shandong,516,2020-03-04,2020-03-04
2035,538,Mainland China,3,2020-03-04 12:53:03,Sichuan,406,2020-03-04,2020-03-04
2037,50,Malaysia,0,2020-03-04 13:03:08,Malaysia,22,2020-03-04,2020-03-04
2038,1,Gibraltar,0,2020-03-04 13:03:13,Gibraltar,0,2020-03-04,2020-03-09
2039,1,Poland,0,2020-03-04 15:13:18,Poland,0,2020-03-04,2020-03-04
2040,1018,Mainland China,4,2020-03-04 15:43:02,Hunan,916,2020-03-04,2020-03-04
2041,245,Mainland China,1,2020-03-04 15:43:03,Shaanxi,223,2020-03-04,2020-03-04
2042,91,Mainland China,2,2020-03-04 15:43:03,Gansu,87,2020-03-04,2020-03-04
2043,75,Mainland China,1,2020-03-04 15:43:03,Inner Mongolia,63,2020-03-04,2020-03-04
2044,76,Mainland China,3,2020-03-04 15:43:03,Xinjiang,69,2020-03-04,2020-03-04
2045,13,Lebanon,0,2020-03-04 16:53:02,Lebanon,1,2020-03-04,2020-03-04
2046,10,Croatia,0,2020-03-04 16:53:02,Croatia,0,2020-03-04,2020-03-04
2047,7,US,0,2020-03-04 18:13:18,"Los Angeles, CA",0,2020-03-04,2020-03-04
2050,5621,South Korea,35,2020-03-04 19:23:03,South Korea,41,2020-03-04,2020-03-04
2048,331,Japan,6,2020-03-04 19:23:03,Japan,43,2020-03-04,2020-03-04
2049,3089,Italy,107,2020-03-04 19:23:03,Italy,276,2020-03-04,2020-03-04
2059,16,San Marino,1,2020-03-04 19:33:03,San Marino,0,2020-03-04,2020-03-04
2064,85,UK,0,2020-03-04 19:33:03,UK,8,2020-03-04,2020-03-04
2063,2,Hungary,0,2020-03-04 19:33:03,Hungary,0,2020-03-04,2020-03-04
2062,52,Bahrain,0,2020-03-04 19:33:03,Bahrain,0,2020-03-04,2020-03-04
2061,56,Norway,0,2020-03-04 19:33:03,Norway,0,2020-03-04,2020-03-04
2060,8,Czech Republic,0,2020-03-04 19:33:03,Czech Republic,0,2020-03-04,2020-03-04
2058,15,Oman,0,2020-03-04 19:33:03,Oman,2,2020-03-04,2020-03-04
2053,9,Greece,0,2020-03-04 19:33:03,Greece,0,2020-03-04,2020-03-04
2056,12,Algeria,0,2020-03-04 19:33:03,Algeria,0,2020-03-04,2020-03-05
2055,26,Iceland,0,2020-03-04 19:33:03,Iceland,0,2020-03-04,2020-03-04
2054,262,Germany,0,2020-03-04 19:33:03,Germany,16,2020-03-04,2020-03-04
2052,29,Austria,0,2020-03-04 19:33:03,Austria,0,2020-03-04,2020-03-04
2051,10,Ecuador,0,2020-03-04 19:33:03,Ecuador,0,2020-03-04,2020-03-04
2057,90,Switzerland,0,2020-03-04 19:33:03,Switzerland,3,2020-03-04,2020-03-04
2065,1,Australia,0,2020-03-04 19:43:02,Northern Territory,0,2020-03-04,2020-03-05
2067,8,US,1,2020-03-04 19:53:02,"Snohomish County, WA",0,2020-03-04,2020-03-04
2066,31,US,9,2020-03-04 19:53:02,"King County, WA",1,2020-03-04,2020-03-04
2068,2,US,1,2020-03-04 19:53:02,"Placer County, CA",0,2020-03-04,2020-03-05
2069,3,New Zealand,0,2020-03-04 20:13:11,New Zealand,0,2020-03-04,2020-03-04
2070,4,Brazil,0,2020-03-04 20:33:02,Brazil,0,2020-03-04,2020-03-05
2074,4,Senegal,0,2020-03-04 20:43:02,Senegal,0,2020-03-04,2020-03-04
2073,35,Iraq,2,2020-03-04 20:43:02,Iraq,0,2020-03-04,2020-03-05
2071,222,Spain,2,2020-03-04 20:43:02,Spain,2,2020-03-04,2020-03-04
2072,285,France,4,2020-03-04 20:43:02,France,12,2020-03-04,2020-03-04
2075,22,Australia,1,2020-03-04 20:43:03,New South Wales,4,2020-03-04,2020-03-05
2076,5,Australia,0,2020-03-04 21:03:07,South Australia,2,2020-03-04,2020-03-04
2077,6,Ireland,0,2020-03-04 21:13:07,Ireland,0,2020-03-04,2020-03-04
2078,10,US,0,2020-03-04 21:23:10,"Westchester County, NY",0,2020-03-04,2020-03-04
2079,576,Mainland China,6,2020-03-04 23:23:01,Chongqing,502,2020-03-04,2020-03-04
2080,418,Mainland China,8,2020-03-04 23:23:01,Beijing,297,2020-03-04,2020-03-04
2081,105,Hong Kong,2,2020-03-04 23:23:01,Hong Kong,37,2020-03-04,2020-03-04
2082,481,Mainland China,13,2020-03-05 00:23:06,Heilongjiang,379,2020-03-05,2020-03-05
2083,105,Hong Kong,2,2020-03-05 00:23:07,Hong Kong,43,2020-03-05,2020-03-05
2084,935,Mainland China,1,2020-03-05 01:16:58,Jiangxi,901,2020-03-05,2020-03-05
2085,1,US,0,2020-03-05 01:16:59,"Fort Bend County, TX",0,2020-03-05,2020-03-05
2086,1272,Mainland China,22,2020-03-05 01:48:26,Henan,1239,2020-03-05,2020-03-05
2087,136,Mainland China,3,2020-03-05 03:33:27,Tianjin,128,2020-03-05,2020-03-05
2088,990,Mainland China,6,2020-03-05 04:33:02,Anhui,970,2020-03-05,2020-03-05
2089,13,Canada,0,2020-03-05 04:43:03,British Columbia,3,2020-03-05,2020-03-05
2090,76,Mainland China,3,2020-03-05 06:03:08,Xinjiang,70,2020-03-05,2020-03-05
2091,245,Mainland China,1,2020-03-05 06:03:08,Shaanxi,224,2020-03-05,2020-03-05
2092,168,Mainland China,6,2020-03-05 06:13:10,Hainan,158,2020-03-05,2020-03-07
2093,47,Thailand,1,2020-03-05 06:23:06,Thailand,31,2020-03-05,2020-03-05
2094,339,Mainland China,3,2020-03-05 06:23:06,Shanghai,303,2020-03-05,2020-03-05
2095,6,Romania,0,2020-03-05 06:23:06,Romania,1,2020-03-05,2020-03-05
2096,1018,Mainland China,4,2020-03-05 08:43:03,Hunan,938,2020-03-05,2020-03-05
2097,6088,South Korea,35,2020-03-05 09:03:09,South Korea,41,2020-03-05,2020-03-05
2098,1351,Mainland China,7,2020-03-05 09:23:03,Guangdong,1181,2020-03-05,2020-03-05
2099,296,Mainland China,1,2020-03-05 09:33:03,Fujian,277,2020-03-05,2020-03-05
2100,1215,Mainland China,1,2020-03-05 09:43:03,Zhejiang,1124,2020-03-05,2020-03-05
2101,252,Mainland China,2,2020-03-05 10:03:08,Guangxi,214,2020-03-05,2020-03-05
2104,117,Singapore,0,2020-03-05 13:43:04,Singapore,78,2020-03-05,2020-03-05
2105,58,Kuwait,0,2020-03-05 13:43:04,Kuwait,0,2020-03-05,2020-03-05
2102,360,Japan,6,2020-03-05 13:43:04,Japan,43,2020-03-05,2020-03-05
2103,3513,Iran,107,2020-03-05 13:43:04,Iran,739,2020-03-05,2020-03-05
2119,21,San Marino,1,2020-03-05 13:53:03,San Marino,0,2020-03-05,2020-03-06
2118,55,Bahrain,0,2020-03-05 13:53:03,Bahrain,0,2020-03-05,2020-03-05
2117,2,Morocco,0,2020-03-05 13:53:03,Morocco,0,2020-03-05,2020-03-08
2116,6,Azerbaijan,0,2020-03-05 13:53:03,Azerbaijan,0,2020-03-05,2020-03-06
2115,4,Russia,0,2020-03-05 13:53:03,Russia,2,2020-03-05,2020-03-05
2114,4,Palestine,0,2020-03-05 13:53:03,Palestine,0,2020-03-05,2020-03-05
2113,50,Belgium,0,2020-03-05 13:53:03,Belgium,1,2020-03-05,2020-03-05
2120,4,Georgia,0,2020-03-05 13:53:03,Georgia,0,2020-03-05,2020-03-06
2111,30,India,0,2020-03-05 13:53:03,India,3,2020-03-05,2020-03-05
2110,3,Egypt,0,2020-03-05 13:53:03,Egypt,1,2020-03-05,2020-03-05
2109,8,Portugal,0,2020-03-05 13:53:03,Portugal,0,2020-03-05,2020-03-05
2108,34,Iceland,0,2020-03-05 13:53:03,Iceland,0,2020-03-05,2020-03-05
2107,1,South Africa,0,2020-03-05 13:53:03,South Africa,0,2020-03-05,2020-03-05
2106,3,Estonia,0,2020-03-05 13:53:03,Estonia,0,2020-03-05,2020-03-05
2112,12,Finland,0,2020-03-05 13:53:03,Finland,1,2020-03-05,2020-03-05
2121,2,Canada,0,2020-03-05 14:03:04," Montreal, QC",0,2020-03-05,2020-03-06
2122,82,Netherlands,0,2020-03-05 14:23:03,Netherlands,0,2020-03-05,2020-03-05
2123,31,Greece,0,2020-03-05 14:23:03,Greece,0,2020-03-05,2020-03-05
2131,133,Mainland China,0,2020-03-05 14:53:03,Shanxi,126,2020-03-05,2020-03-06
2130,44,Taiwan,1,2020-03-05 14:53:03,Taiwan,12,2020-03-05,2020-03-05
2129,318,Mainland China,6,2020-03-05 14:53:03,Hebei,304,2020-03-05,2020-03-05
2128,539,Mainland China,3,2020-03-05 14:53:03,Sichuan,425,2020-03-05,2020-03-05
2125,67466,Mainland China,2902,2020-03-05 14:53:03,Hubei,40592,2020-03-05,2020-03-05
2126,93,Mainland China,1,2020-03-05 14:53:03,Jilin,88,2020-03-05,2020-03-05
2124,631,Mainland China,0,2020-03-05 14:53:03,Jiangsu,583,2020-03-05,2020-03-05
2127,758,Mainland China,6,2020-03-05 14:53:03,Shandong,578,2020-03-05,2020-03-05
2132,102,Mainland China,2,2020-03-05 15:13:13,Gansu,87,2020-03-05,2020-03-05
2133,377,France,6,2020-03-05 15:13:22,France,12,2020-03-05,2020-03-05
2134,2,Hungary,0,2020-03-05 17:13:27,Hungary,0,2020-03-05,2020-03-05
2135,2,Slovenia,0,2020-03-05 17:13:30,Slovenia,0,2020-03-05,2020-03-05
2136,2,Bosnia and Herzegovina,0,2020-03-05 17:13:30,Bosnia and Herzegovina,0,2020-03-05,2020-03-06
2137,3,Australia,1,2020-03-05 17:13:35,Western Australia,0,2020-03-05,2020-03-07
2138,13,Australia,0,2020-03-05 17:33:06,Queensland,8,2020-03-05,2020-03-06
2139,259,Spain,3,2020-03-05 17:43:03,Spain,2,2020-03-05,2020-03-05
2140,114,Switzerland,1,2020-03-05 17:43:03,Switzerland,3,2020-03-05,2020-03-05
2141,3858,Italy,148,2020-03-05 17:43:03,Italy,414,2020-03-05,2020-03-05
2142,482,Germany,0,2020-03-05 17:43:03,Germany,16,2020-03-05,2020-03-05
2143,87,Norway,0,2020-03-05 17:43:03,Norway,0,2020-03-05,2020-03-05
2144,12,Czech Republic,0,2020-03-05 17:53:02,Czech Republic,0,2020-03-05,2020-03-05
2145,16,Oman,0,2020-03-05 17:53:02,Oman,2,2020-03-05,2020-03-05
2146,16,Lebanon,0,2020-03-05 17:53:02,Lebanon,1,2020-03-05,2020-03-05
2147,16,Israel,0,2020-03-05 17:53:02,Israel,1,2020-03-05,2020-03-05
2148,41,Austria,0,2020-03-05 17:53:02,Austria,0,2020-03-05,2020-03-05
2149,13,Ecuador,0,2020-03-05 17:53:02,Ecuador,0,2020-03-05,2020-03-07
2150,21,Canada,0,2020-03-05 17:53:03,"Toronto, ON",2,2020-03-05,2020-03-05
2151,5,Saudi Arabia,0,2020-03-05 17:53:03,Saudi Arabia,0,2020-03-05,2020-03-07
2153,115,UK,1,2020-03-05 18:03:03,UK,8,2020-03-05,2020-03-05
2152,94,Sweden,0,2020-03-05 18:03:03,Sweden,0,2020-03-05,2020-03-05
2154,4,Chile,0,2020-03-05 18:13:04,Chile,0,2020-03-05,2020-03-06
2155,5,US,0,2020-03-05 18:33:03,"Cook County, IL",2,2020-03-05,2020-03-06
2156,10,Australia,0,2020-03-05 18:33:03,Victoria,7,2020-03-05,2020-03-06
2157,1,US,0,2020-03-05 20:03:03,"Santa Rosa County, FL",0,2020-03-05,2020-03-06
2158,18,US,1,2020-03-05 20:23:07,"Snohomish County, WA",0,2020-03-05,2020-03-05
2159,1,US,0,2020-03-05 20:23:07,"Grant County, WA",0,2020-03-05,2020-03-08
2160,2,US,0,2020-03-05 20:33:03,"San Francisco County, CA",0,2020-03-05,2020-03-06
2161,3,US,0,2020-03-05 20:33:03,"San Diego County, CA",1,2020-03-05,2020-03-06
2162,1,US,0,2020-03-05 20:53:03,"Clark County, NV",0,2020-03-05,2020-03-07
2163,2,US,0,2020-03-05 21:03:12,"Bergen County, NJ",0,2020-03-05,2020-03-05
2164,4,US,0,2020-03-05 21:03:13,"New York City, NY",0,2020-03-05,2020-03-05
2165,11,US,0,2020-03-05 21:03:14,"Los Angeles, CA",0,2020-03-05,2020-03-05
2166,18,US,0,2020-03-05 21:33:03,"Westchester County, NY",0,2020-03-05,2020-03-05
2167,1,US,0,2020-03-05 21:43:02,"Queens County, NY",0,2020-03-05,2020-03-05
2168,2,US,0,2020-03-05 21:53:02,"Harris County, TX",0,2020-03-05,2020-03-05
2169,51,US,10,2020-03-05 22:03:17,"King County, WA",1,2020-03-05,2020-03-05
2170,20,US,0,2020-03-05 22:53:03,"Santa Clara, CA",1,2020-03-05,2020-03-06
2171,576,Mainland China,6,2020-03-05 23:23:02,Chongqing,512,2020-03-05,2020-03-05
2172,1,US,0,2020-03-05 23:33:03,"Williamson County, TN",0,2020-03-05,2020-03-07
2173,75,Mainland China,1,2020-03-05 23:53:01,Inner Mongolia,65,2020-03-05,2020-03-05
2174,29,United Arab Emirates,0,2020-03-05 23:53:02,United Arab Emirates,5,2020-03-05,2020-03-06
2175,252,Mainland China,2,2020-03-06 00:33:02,Guangxi,217,2020-03-06,2020-03-06
2176,5,US,0,2020-03-06 00:33:03,"Unassigned Location, WA",0,2020-03-06,2020-03-08
2177,1,Costa Rica,0,2020-03-06 01:29:39,Costa Rica,0,2020-03-06,2020-03-06
2178,1,US,0,2020-03-06 01:29:39,"Middlesex County, MA",0,2020-03-06,2020-03-06
2179,4,New Zealand,0,2020-03-06 01:29:39,New Zealand,0,2020-03-06,2020-03-06
2180,2,Argentina,0,2020-03-06 01:29:39,Argentina,0,2020-03-06,2020-03-06
2181,17,Algeria,0,2020-03-06 01:29:39,Algeria,0,2020-03-06,2020-03-06
2182,2,US,0,2020-03-06 01:29:39,"Summit County, CO",0,2020-03-06,2020-03-07
2183,696,Others,6,2020-03-06 01:29:39,Diamond Princess cruise ship,40,2020-03-06,2020-03-10
2184,2,Luxembourg,0,2020-03-06 01:29:39,Luxembourg,0,2020-03-06,2020-03-07
2185,1,US,0,2020-03-06 02:33:03,"Norwell County, MA",0,2020-03-06,2020-03-06
2186,990,Mainland China,6,2020-03-06 03:23:06,Anhui,979,2020-03-06,2020-03-06
2187,318,Mainland China,6,2020-03-06 03:23:06,Hebei,305,2020-03-06,2020-03-06
2188,174,Mainland China,2,2020-03-06 03:23:06,Yunnan,170,2020-03-06,2020-03-07
2189,3,US,0,2020-03-06 04:03:17,"Montgomery County, MD",0,2020-03-06,2020-03-06
2190,7,Australia,0,2020-03-06 04:23:08,South Australia,2,2020-03-06,2020-03-06
2191,0,Australia,0,2020-03-06 04:33:03,Northern Territory,0,2020-03-06,2020-03-07
2192,21,Canada,0,2020-03-06 04:43:03,British Columbia,3,2020-03-06,2020-03-06
2193,26,Australia,1,2020-03-06 04:53:02,New South Wales,4,2020-03-06,2020-03-06
2194,76,Mainland China,3,2020-03-06 05:53:03,Xinjiang,71,2020-03-06,2020-03-06
2195,342,Mainland China,3,2020-03-06 06:03:13,Shanghai,306,2020-03-06,2020-03-06
2196,5,Philippines,1,2020-03-06 07:03:05,Philippines,1,2020-03-06,2020-03-06
2197,11,Croatia,0,2020-03-06 08:33:03,Croatia,0,2020-03-06,2020-03-06
2198,48,Thailand,1,2020-03-06 08:33:03,Thailand,31,2020-03-06,2020-03-06
2203,93,Mainland China,1,2020-03-06 10:23:03,Jilin,90,2020-03-06,2020-03-07
2202,1215,Mainland China,1,2020-03-06 10:23:03,Zhejiang,1147,2020-03-06,2020-03-06
2200,631,Mainland China,0,2020-03-06 10:23:03,Jiangsu,594,2020-03-06,2020-03-06
2201,10,Macau,0,2020-03-06 10:23:03,Macau,10,2020-03-06,2020-03-06
2199,245,Mainland China,1,2020-03-06 10:23:03,Shaanxi,226,2020-03-06,2020-03-07
2204,576,Mainland China,6,2020-03-06 11:03:10,Chongqing,513,2020-03-06,2020-03-06
2205,1018,Mainland China,4,2020-03-06 11:03:10,Hunan,955,2020-03-06,2020-03-06
2206,758,Mainland China,6,2020-03-06 11:03:10,Shandong,618,2020-03-06,2020-03-06
2207,4747,Iran,124,2020-03-06 12:23:04,Iran,913,2020-03-06,2020-03-06
2208,109,Belgium,0,2020-03-06 12:33:03,Belgium,1,2020-03-06,2020-03-06
2209,4,Indonesia,0,2020-03-06 12:33:03,Indonesia,0,2020-03-06,2020-03-06
2210,83,Malaysia,0,2020-03-06 12:33:03,Malaysia,22,2020-03-06,2020-03-06
2211,1272,Mainland China,22,2020-03-06 12:43:03,Henan,1244,2020-03-06,2020-03-06
2212,45,Taiwan,1,2020-03-06 12:43:03,Taiwan,12,2020-03-06,2020-03-06
2216,539,Mainland China,3,2020-03-06 12:53:03,Sichuan,442,2020-03-06,2020-03-06
2215,1352,Mainland China,7,2020-03-06 12:53:03,Guangdong,1216,2020-03-06,2020-03-06
2217,75,Mainland China,0,2020-03-06 12:53:03,Ningxia,71,2020-03-06,2020-03-09
2213,296,Mainland China,1,2020-03-06 12:53:03,Fujian,284,2020-03-06,2020-03-06
2214,422,Mainland China,8,2020-03-06 12:53:03,Beijing,299,2020-03-06,2020-03-06
2223,6,Pakistan,0,2020-03-06 13:03:12,Pakistan,0,2020-03-06,2020-03-07
2222,130,Singapore,0,2020-03-06 13:03:12,Singapore,78,2020-03-06,2020-03-06
2221,101,Sweden,0,2020-03-06 13:03:12,Sweden,0,2020-03-06,2020-03-06
2224,45,Greece,0,2020-03-06 13:03:12,Greece,0,2020-03-06,2020-03-06
2219,31,India,0,2020-03-06 13:03:12,India,3,2020-03-06,2020-03-06
2218,23,Denmark,0,2020-03-06 13:03:12,Denmark,1,2020-03-06,2020-03-06
2220,15,Finland,0,2020-03-06 13:03:12,Finland,1,2020-03-06,2020-03-07
2225,10,Estonia,0,2020-03-06 13:03:13,Estonia,0,2020-03-06,2020-03-08
2226,15,Egypt,0,2020-03-06 13:03:13,Egypt,1,2020-03-06,2020-03-06
2227,1,Slovakia,0,2020-03-06 13:03:14,Slovakia,0,2020-03-06,2020-03-06
2228,1,Canada,0,2020-03-06 13:13:34,"Calgary, Alberta",0,2020-03-06,2020-03-06
2229,40,Iraq,3,2020-03-06 13:23:06,Iraq,0,2020-03-06,2020-03-06
2230,128,Netherlands,1,2020-03-06 13:23:06,Netherlands,0,2020-03-06,2020-03-06
2231,6593,South Korea,42,2020-03-06 13:33:03,South Korea,135,2020-03-06,2020-03-06
2234,481,Mainland China,13,2020-03-06 14:23:04,Heilongjiang,396,2020-03-06,2020-03-06
2232,935,Mainland China,1,2020-03-06 14:23:04,Jiangxi,909,2020-03-06,2020-03-06
2233,67592,Mainland China,2931,2020-03-06 14:23:04,Hubei,42033,2020-03-06,2020-03-06
2235,119,Mainland China,2,2020-03-06 14:43:15,Gansu,87,2020-03-06,2020-03-06
2236,1,US,0,2020-03-06 14:43:15,"Nassau County, NY",0,2020-03-06,2020-03-06
2237,214,Switzerland,1,2020-03-06 15:23:19,Switzerland,3,2020-03-06,2020-03-06
2238,2,Dominican Republic,0,2020-03-06 15:33:03,Dominican Republic,0,2020-03-06,2020-03-07
2239,1,Togo,0,2020-03-06 15:33:03,Togo,0,2020-03-06,2020-03-06
2240,43,Iceland,0,2020-03-06 15:33:03,Iceland,0,2020-03-06,2020-03-06
2241,60,Bahrain,0,2020-03-06 15:33:03,Bahrain,4,2020-03-06,2020-03-06
2242,7,Slovenia,0,2020-03-06 15:33:03,Slovenia,0,2020-03-06,2020-03-07
2243,163,UK,2,2020-03-06 15:33:03,UK,8,2020-03-06,2020-03-06
2244,1,US,0,2020-03-06 15:33:03,"Delaware County, PA",0,2020-03-06,2020-03-08
2248,1,Bhutan,0,2020-03-06 15:43:02,Bhutan,0,2020-03-06,2020-03-09
2251,1,Peru,0,2020-03-06 15:43:02,Peru,0,2020-03-06,2020-03-07
2250,1,Cameroon,0,2020-03-06 15:43:02,Cameroon,0,2020-03-06,2020-03-06
2249,1,Serbia,0,2020-03-06 15:43:02,Serbia,0,2020-03-06,2020-03-06
2247,1,South Africa,0,2020-03-06 15:43:02,South Africa,0,2020-03-06,2020-03-07
2246,1,Vatican City,0,2020-03-06 15:43:02,Vatican City,0,2020-03-06,2020-03-07
2245,3,US,0,2020-03-06 15:43:02,"Harris County, TX",0,2020-03-06,2020-03-06
2252,19,US,0,2020-03-06 15:43:03,"Westchester County, NY",0,2020-03-06,2020-03-06
2253,1,US,0,2020-03-06 16:13:15,"Chatham County, NC",0,2020-03-06,2020-03-07
2254,1,US,0,2020-03-06 16:13:15,"Wayne County, PA",0,2020-03-06,2020-03-06
2255,55,Austria,0,2020-03-06 16:33:04,Austria,0,2020-03-06,2020-03-06
2256,108,Norway,0,2020-03-06 16:33:04,Norway,0,2020-03-06,2020-03-06
2257,18,Czech Republic,0,2020-03-06 16:33:04,Czech Republic,0,2020-03-06,2020-03-06
2258,9,Romania,0,2020-03-06 16:43:04,Romania,1,2020-03-06,2020-03-06
2259,6,Mexico,0,2020-03-06 16:43:04,Mexico,1,2020-03-06,2020-03-07
2260,5,Poland,0,2020-03-06 16:43:04,Poland,0,2020-03-06,2020-03-06
2261,1,US,0,2020-03-06 17:13:12,"Marion County, IN",0,2020-03-06,2020-03-07
2262,4636,Italy,197,2020-03-06 17:33:03,Italy,523,2020-03-06,2020-03-06
2264,670,Germany,0,2020-03-06 17:53:03,Germany,17,2020-03-06,2020-03-06
2263,1,US,0,2020-03-06 17:53:03,"Floyd County, GA",0,2020-03-06,2020-03-06
2265,2,US,0,2020-03-06 18:33:03,"Maricopa County, AZ",0,2020-03-06,2020-03-06
2266,3,US,0,2020-03-06 18:33:03,"Suffolk County, MA",1,2020-03-06,2020-03-06
2267,2,US,0,2020-03-06 18:33:03," Norfolk County, MA",0,2020-03-06,2020-03-06
2268,16,US,0,2020-03-06 19:13:40,"New York County, NY",0,2020-03-06,2020-03-06
2269,3,US,0,2020-03-06 19:43:02,"Contra Costa County, CA",0,2020-03-06,2020-03-06
2270,1,US,0,2020-03-06 19:43:02,"Washoe County, NV",0,2020-03-06,2020-03-06
2271,420,Japan,6,2020-03-06 20:13:13,Japan,46,2020-03-06,2020-03-06
2272,400,Spain,5,2020-03-06 20:13:13,Spain,2,2020-03-06,2020-03-06
2273,653,France,9,2020-03-06 20:13:13,France,12,2020-03-06,2020-03-06
2274,1,US,0,2020-03-06 20:13:14,"Yolo County, CA",0,2020-03-06,2020-03-09
2275,3,North Macedonia,0,2020-03-06 20:23:11,North Macedonia,0,2020-03-06,2020-03-08
2280,13,Brazil,0,2020-03-06 20:33:03,Brazil,0,2020-03-06,2020-03-07
2278,21,Israel,0,2020-03-06 20:33:03,Israel,2,2020-03-06,2020-03-07
2279,13,Portugal,0,2020-03-06 20:33:03,Portugal,0,2020-03-06,2020-03-06
2276,16,Palestine,0,2020-03-06 20:33:03,Palestine,0,2020-03-06,2020-03-06
2277,22,Lebanon,0,2020-03-06 20:33:03,Lebanon,1,2020-03-06,2020-03-06
2281,18,Ireland,0,2020-03-06 20:43:03,Ireland,0,2020-03-06,2020-03-06
2282,13,Russia,0,2020-03-06 20:43:03,Russia,2,2020-03-06,2020-03-07
2283,1,Colombia,0,2020-03-06 20:43:03,Colombia,0,2020-03-06,2020-03-06
2284,24,Canada,0,2020-03-06 20:53:02,"Toronto, ON",2,2020-03-06,2020-03-06
2285,107,Hong Kong,2,2020-03-06 23:13:06,Hong Kong,46,2020-03-06,2020-03-06
2286,58,US,12,2020-03-06 23:13:07,"King County, WA",1,2020-03-06,2020-03-06
2287,19,US,1,2020-03-06 23:13:07,"Snohomish County, WA",0,2020-03-06,2020-03-06
2288,13,US,0,2020-03-06 23:13:07,"Los Angeles, CA",0,2020-03-06,2020-03-06
2289,5,US,1,2020-03-06 23:13:07,"Placer County, CA",0,2020-03-06,2020-03-06
2290,1,US,0,2020-03-06 23:23:03,"Fayette County, KY",0,2020-03-06,2020-03-08
2291,1,US,0,2020-03-06 23:23:03,"Ramsey County, MN",0,2020-03-06,2020-03-09
2293,1,US,0,2020-03-06 23:33:02,"Douglas County, NE",0,2020-03-06,2020-03-07
2292,2,US,0,2020-03-06 23:33:02,"Denver County, CO",0,2020-03-06,2020-03-06
2294,4,US,0,2020-03-07 00:03:28,"Nassau County, NY",0,2020-03-07,2020-03-07
2295,146,Mainland China,2,2020-03-07 00:43:01,Guizhou,115,2020-03-07,2020-03-07
2296,1,Colombia,0,2020-03-07 00:43:02,Colombia,0,2020-03-07,2020-03-09
2297,1,Costa Rica,0,2020-03-07 00:43:02,Costa Rica,0,2020-03-07,2020-03-07
2298,426,Mainland China,8,2020-03-07 01:03:05,Beijing,303,2020-03-07,2020-03-07
2299,935,Mainland China,1,2020-03-07 01:13:18,Jiangxi,916,2020-03-07,2020-03-07
2300,1,US,0,2020-03-07 01:13:21,"El Paso County, CO",0,2020-03-07,2020-03-08
2301,21,US,0,2020-03-07 01:33:02,Grand Princess Cruise Ship,0,2020-03-07,2020-03-09
2302,1,US,0,2020-03-07 01:53:03,"Charleston County, SC",0,2020-03-07,2020-03-09
2303,3,US,0,2020-03-07 01:53:03,"Douglas County, CO",0,2020-03-07,2020-03-07
2304,6,US,0,2020-03-07 01:53:03,"Cook County, IL",2,2020-03-07,2020-03-07
2305,19,Czech Republic,0,2020-03-07 02:03:29,Czech Republic,0,2020-03-07,2020-03-07
2306,5,New Zealand,0,2020-03-07 02:03:29,New Zealand,0,2020-03-07,2020-03-07
2311,3,US,0,2020-03-07 02:03:30,"Fort Bend County, TX",0,2020-03-07,2020-03-07
2309,1,US,0,2020-03-07 02:03:30,"Kershaw County, SC",0,2020-03-07,2020-03-07
2310,1,US,0,2020-03-07 02:03:30,"Honolulu County, HI",0,2020-03-07,2020-03-07
2307,28,Australia,1,2020-03-07 02:03:30,New South Wales,4,2020-03-07,2020-03-07
2308,11,Australia,0,2020-03-07 02:03:30,Victoria,7,2020-03-07,2020-03-08
2312,23,San Marino,1,2020-03-07 02:13:08,San Marino,0,2020-03-07,2020-03-07
2313,8,Argentina,0,2020-03-07 02:13:09,Argentina,0,2020-03-07,2020-03-07
2314,9,Azerbaijan,0,2020-03-07 02:13:09,Azerbaijan,0,2020-03-07,2020-03-08
2315,3,Bosnia and Herzegovina,0,2020-03-07 02:13:09,Bosnia and Herzegovina,0,2020-03-07,2020-03-09
2316,1,Togo,0,2020-03-07 02:13:09,Togo,0,2020-03-07,2020-03-12
2317,22,Palestine,0,2020-03-07 02:23:06,Palestine,0,2020-03-07,2020-03-07
2318,3,US,0,2020-03-07 02:23:08,"Providence County, RI",0,2020-03-07,2020-03-09
2319,1,Canada,0,2020-03-07 02:23:08,"Edmonton, Alberta",0,2020-03-07,2020-03-07
2320,3,Canada,0,2020-03-07 02:23:08," Montreal, QC",0,2020-03-07,2020-03-07
2321,4,US,0,2020-03-07 02:53:02,"Bergen County, NJ",0,2020-03-07,2020-03-07
2322,1,US,0,2020-03-07 03:13:44,"Pierce County, WA",0,2020-03-07,2020-03-07
2324,5,French Guiana,0,2020-03-07 03:23:05,French Guiana,0,2020-03-07,2020-03-07
